taskId,sourceSheet,sourceRow,section,kpacId,title,function,stage,marker,requiredType,taskDescription,documentOrEvidence,responsible,remarks,expandedByAllGatesRule,uiStage,originalStage
GPM_GR-144-Gate4-257,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,Gate 4,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,Gate4,Gate 4
GPM_GR-144-Gate5-258,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,Gate 5,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,Gate5,Gate 5
GPM_GR-145-Gate4-259,Gate Checklist-更新版,109,Quality Plan-Amanda Gu,GPM_GR-145,Traceability,Quality Plan,Gate 4,X,required,Identify traceability requirements and run a traceability report to confirm implementation,Traceability report,Plant Quality,,False,Gate4,Gate 4
GPM_GR-146-Gate0-260,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 0,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,CKO,Gate 0
GPM_GR-146-PKO-262,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,PKO,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,PKO,PKO
GPM_GR-146-Gate1-263,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 1,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,Gate1,Gate 1
GPM_GR-146-Gate2-264,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 2,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,Gate2,Gate 2
GPM_GR-146-Gate3-265,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 3,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,Gate3,Gate 3
GPM_GR-146-Gate4-266,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 4,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,Gate4,Gate 4
GPM_GR-146-Gate5-267,Gate Checklist-更新版,110,Quality Plan-Amanda Gu,GPM_GR-146,Warranty Risk Assessment and Mitigation (WRAM),Quality Plan,Gate 5,X,required,Verify the development and review of the WRAM through completion; required only for GN programs,WRAM,AQM,,False,Gate5,Gate 5
GPM_GR-147-Gate2-268,Gate Checklist-更新版,111,Quality Plan-Amanda Gu,GPM_GR-147,Characteristic Verification matrix (CVM),Quality Plan,Gate 2,X,required,Verify the development and review of the CVM through completion; required only for GN programs,CVM,AQM,,False,Gate2,Gate 2
GPM_GR-147-Gate3-269,Gate Checklist-更新版,111,Quality Plan-Amanda Gu,GPM_GR-147,Characteristic Verification matrix (CVM),Quality Plan,Gate 3,X,required,Verify the development and review of the CVM through completion; required only for GN programs,CVM,AQM,,False,Gate3,Gate 3
GPM_GR-147-Gate4-270,Gate Checklist-更新版,111,Quality Plan-Amanda Gu,GPM_GR-147,Characteristic Verification matrix (CVM),Quality Plan,Gate 4,X,required,Verify the development and review of the CVM through completion; required only for GN programs,CVM,AQM,,False,Gate4,Gate 4
GPM_GR-147-Gate5-271,Gate Checklist-更新版,111,Quality Plan-Amanda Gu,GPM_GR-147,Characteristic Verification matrix (CVM),Quality Plan,Gate 5,X,required,Verify the development and review of the CVM through completion; required only for GN programs,CVM,AQM,,False,Gate5,Gate 5
GPM_GR-148-Gate2-272,Gate Checklist-更新版,112,Quality Plan-Amanda Gu,GPM_GR-148,Process approval acceptance criteria,Quality Plan,Gate 2,X,required,Prepare the plan to validate each process,Validation plan & results,Plant Quality,,False,Gate2,Gate 2
GPM_GR-148-Gate4-273,Gate Checklist-更新版,112,Quality Plan-Amanda Gu,GPM_GR-148,Process approval acceptance criteria,Quality Plan,Gate 4,X,required,Review validation plan status at PPAP,Validation plan & results,Plant Quality,,False,Gate4,Gate 4
GPM_GR-148-Gate5-274,Gate Checklist-更新版,112,Quality Plan-Amanda Gu,GPM_GR-148,Process approval acceptance criteria,Quality Plan,Gate 5,X,required,Complete validation plan at SOP,Validation plan & results,Plant Quality,,False,Gate5,Gate 5
GPM_GR-149-Gate2-275,Gate Checklist-更新版,113,Quality Plan-Amanda Gu,GPM_GR-149,Pass Through characteristics,Quality Plan,Gate 2,X,required,Identify pass through characteristics and ensure proper prevention and detection controls in the supply chain and in the Morse Manufacturing Process,GSM F024,Plant Quality,,False,Gate2,Gate 2
GPM_GR-149-Gate3-276,Gate Checklist-更新版,113,Quality Plan-Amanda Gu,GPM_GR-149,Pass Through characteristics,Quality Plan,Gate 3,X,required,Identify pass through characteristics and ensure proper prevention and detection controls in the supply chain and in the Morse Manufacturing Process,GSM F024,Plant Quality,,False,Gate3,Gate 3
GPM_GR-150-Gate4-277,Gate Checklist-更新版,114,Quality Plan-Amanda Gu,GPM_GR-150,We Are Ready Audit at BW,Quality Plan,Gate 4,X,required,Verify that WAR Audit has been appropriately scheduled and performed in BW processes with positive result – Record discrepancies,GSM F004,Plant Quality,,False,Gate4,Gate 4
GPM_GR-150-Gate5-278,Gate Checklist-更新版,114,Quality Plan-Amanda Gu,GPM_GR-150,We Are Ready Audit at BW,Quality Plan,Gate 5,X,required,Verify that WAR Audit has been appropriately scheduled and performed in BW processes with positive result – Record discrepancies,GSM F004,Plant Quality,,False,Gate5,Gate 5
GPM_GR-151-Gate4-279,Gate Checklist-更新版,115,Quality Plan-Amanda Gu,GPM_GR-151,Control of Non Conforming Material,Quality Plan,Gate 4,X,required,Assure Control of Non Conforming Material exists and what happens with failed parts,Reaction Plan,Plant Quality,,False,Gate4,Gate 4
GPM_GR-153-Gate5-280,Gate Checklist-更新版,116,Quality Plan-Amanda Gu,GPM_GR-153,Customer Approval,Quality Plan,Gate 5,X,required,"Confirm that the customer has provided Full PPAP Approval to all part numbers. Interim Approval is considered a ""not met"" condition",Customer approval,Plant Quality,,False,Gate5,Gate 5
GPM_GR-153-Gate6-281,Gate Checklist-更新版,116,Quality Plan-Amanda Gu,GPM_GR-153,Customer Approval,Quality Plan,Gate 6,X,required,"Confirm that the customer has provided Full PPAP Approval to all part numbers. Interim Approval is considered a ""not met"" condition",Customer approval,Plant Quality,,False,Gate6,Gate 6
GPM_GR-110-Gate6-282,Gate Checklist-更新版,117,Quality Plan-Amanda Gu,GPM_GR-110,Customer Satisfaction: Quality Claims,Quality Plan,Gate 6,X,required,Check and track Quality performance,Quality Metrics,Plant Quality,,False,Gate6,Gate 6
GPM_GR-56-Gate0-283,Gate Checklist-更新版,119,Supply Chain Definition-Su Kang,GPM_GR-56,Review/ Set Supplier Cost Targets,Supply Chain Definition,Gate 0,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-56-PKO-285,Gate Checklist-更新版,119,Supply Chain Definition-Su Kang,GPM_GR-56,Review/ Set Supplier Cost Targets,Supply Chain Definition,PKO,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-56-Gate1-286,Gate Checklist-更新版,119,Supply Chain Definition-Su Kang,GPM_GR-56,Review/ Set Supplier Cost Targets,Supply Chain Definition,Gate 1,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-57-Gate0-287,Gate Checklist-更新版,120,Supply Chain Definition-Su Kang,GPM_GR-57,Establish target supplier list,Supply Chain Definition,Gate 0,X,required,Check if the target supplier list is finalized for all purchased part,,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-57-PKO-289,Gate Checklist-更新版,120,Supply Chain Definition-Su Kang,GPM_GR-57,Establish target supplier list,Supply Chain Definition,PKO,X,required,Check if the target supplier list is finalized for all purchased part,,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-57-Gate1-290,Gate Checklist-更新版,120,Supply Chain Definition-Su Kang,GPM_GR-57,Establish target supplier list,Supply Chain Definition,Gate 1,X,required,Check if the target supplier list is finalized for all purchased part,,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-58-Gate0-291,Gate Checklist-更新版,121,Supply Chain Definition-Su Kang,GPM_GR-58,Preliminary GSM NUD Evaluation,Supply Chain Definition,Gate 0,X,required,Check if the document has been developed,MP-S-015,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-58-PKO-293,Gate Checklist-更新版,121,Supply Chain Definition-Su Kang,GPM_GR-58,Preliminary GSM NUD Evaluation,Supply Chain Definition,PKO,X,required,Check if the document has been developed,MP-S-015,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-58-Gate1-294,Gate Checklist-更新版,121,Supply Chain Definition-Su Kang,GPM_GR-58,Preliminary GSM NUD Evaluation,Supply Chain Definition,Gate 1,X,required,Check if the document has been developed,MP-S-015,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-59-Gate0-295,Gate Checklist-更新版,122,Supply Chain Definition-Su Kang,GPM_GR-59,Present Supply Chain Strategy at Pre-SOBO,Supply Chain Definition,Gate 0,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,MP-S-010,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-59-PKO-296,Gate Checklist-更新版,122,Supply Chain Definition-Su Kang,GPM_GR-59,Present Supply Chain Strategy at Pre-SOBO,Supply Chain Definition,PKO,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,MP-S-010,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-59-Gate1-297,Gate Checklist-更新版,122,Supply Chain Definition-Su Kang,GPM_GR-59,Present Supply Chain Strategy at Pre-SOBO,Supply Chain Definition,Gate 1,X,required,Check status of the assumptions considered at the Gate 0 and at the current state,MP-S-010,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-60-Gate0-298,Gate Checklist-更新版,123,Supply Chain Definition-Su Kang,GPM_GR-60,Issue RFQ to suppliers,Supply Chain Definition,Gate 0,X,required,"Verify the % of estimated BOM from Gate 0, then verify that this gap has been closed (%BOM 100% quoted)",MP-S-002,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-60-PKO-299,Gate Checklist-更新版,123,Supply Chain Definition-Su Kang,GPM_GR-60,Issue RFQ to suppliers,Supply Chain Definition,PKO,X,required,"Verify the % of estimated BOM from Gate 0, then verify that this gap has been closed (%BOM 100% quoted)",MP-S-002,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-60-Gate1-300,Gate Checklist-更新版,123,Supply Chain Definition-Su Kang,GPM_GR-60,Issue RFQ to suppliers,Supply Chain Definition,Gate 1,X,required,"Verify the % of estimated BOM from Gate 0, then verify that this gap has been closed (%BOM 100% quoted)",MP-S-002,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-61-Gate0-301,Gate Checklist-更新版,124,Supply Chain Definition-Su Kang,GPM_GR-61,Receive Quote & Technical Proposal from Suppliers,Supply Chain Definition,Gate 0,X,required,Verify if there are significant pending quotations and technical proposal from supplier,,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-61-PKO-302,Gate Checklist-更新版,124,Supply Chain Definition-Su Kang,GPM_GR-61,Receive Quote & Technical Proposal from Suppliers,Supply Chain Definition,PKO,X,required,Verify if there are significant pending quotations and technical proposal from supplier,,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-61-Gate1-303,Gate Checklist-更新版,124,Supply Chain Definition-Su Kang,GPM_GR-61,Receive Quote & Technical Proposal from Suppliers,Supply Chain Definition,Gate 1,X,required,Verify if there are significant pending quotations and technical proposal from supplier,,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-62-Gate0-304,Gate Checklist-更新版,125,Supply Chain Definition-Su Kang,GPM_GR-62,Conduct Technical Reviews with Suppliers,Supply Chain Definition,Gate 0,X,required,Verify if there are significant pending quotations and technical proposal from supplier,MP-S-005,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-62-PKO-305,Gate Checklist-更新版,125,Supply Chain Definition-Su Kang,GPM_GR-62,Conduct Technical Reviews with Suppliers,Supply Chain Definition,PKO,X,required,Verify if there are significant pending quotations and technical proposal from supplier,MP-S-005,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-62-Gate1-306,Gate Checklist-更新版,125,Supply Chain Definition-Su Kang,GPM_GR-62,Conduct Technical Reviews with Suppliers,Supply Chain Definition,Gate 1,X,required,Verify if there are significant pending quotations and technical proposal from supplier,MP-S-005,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-63-CKO-307,Gate Checklist-更新版,126,Supply Chain Definition-Su Kang,GPM_GR-63,Identify any additional Supply Chain NUD's & Action Plans,Supply Chain Definition,CKO,X,required,Verify status of NUD action plan,MP-S-015 MP-PM-001 Attachment D,Adv Purch Mgr,,False,CKO,CKO
GPM_GR-63-PKO-308,Gate Checklist-更新版,126,Supply Chain Definition-Su Kang,GPM_GR-63,Identify any additional Supply Chain NUD's & Action Plans,Supply Chain Definition,PKO,X,required,Verify status of NUD action plan,MP-S-015 MP-PM-001 Attachment D,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-63-Gate1-309,Gate Checklist-更新版,126,Supply Chain Definition-Su Kang,GPM_GR-63,Identify any additional Supply Chain NUD's & Action Plans,Supply Chain Definition,Gate 1,X,required,Verify status of NUD action plan,MP-S-015 MP-PM-001 Attachment D,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-65-PKO-310,Gate Checklist-更新版,127,Supply Chain Definition-Su Kang,GPM_GR-65,Communicate requested design changes to Prod. Eng,Supply Chain Definition,PKO,X,required,Check if there are significant pending supplier design changes requested that are communicated but still to be evaluated,,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-65-Gate1-311,Gate Checklist-更新版,127,Supply Chain Definition-Su Kang,GPM_GR-65,Communicate requested design changes to Prod. Eng,Supply Chain Definition,Gate 1,X,required,Check if there are significant pending supplier design changes requested that are communicated but still to be evaluated,,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-67-Gate0-312,Gate Checklist-更新版,128,Supply Chain Definition-Su Kang,GPM_GR-67,Costed BOM assumptions with Risks - Form B,Supply Chain Definition,Gate 0,X,required,Check if the document has been developed,Form B,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-67-PKO-313,Gate Checklist-更新版,128,Supply Chain Definition-Su Kang,GPM_GR-67,Costed BOM assumptions with Risks - Form B,Supply Chain Definition,PKO,X,required,Check if the document has been developed,Form B,Adv Purch Mgr,,False,PKO,PKO
GPM_GR-67-Gate1-314,Gate Checklist-更新版,128,Supply Chain Definition-Su Kang,GPM_GR-67,Costed BOM assumptions with Risks - Form B,Supply Chain Definition,Gate 1,X,required,Check if the document has been developed,Form B,Adv Purch Mgr,,False,Gate1,Gate 1
GPM_GR-68-Gate2-315,Gate Checklist-更新版,129,Supply Chain Definition-Su Kang,GPM_GR-68,SOBO Approval for Direct materials and Capital Equipment,Supply Chain Definition,Gate 2,X,required,Verify that Sourcing Board has been performed and suppliers identified and approved.  Confirm that all TFC's are approved and signed by both Supplier and BW and match to the last R3 revision released; Complete APQP Risk Assessment,MP-S-010,Adv Purch Mgr,,False,Gate2,Gate 2
GPM_GR-69-Gate2-316,Gate Checklist-更新版,130,Supply Chain Definition-Su Kang,GPM_GR-69,Issue Nomination Letter,Supply Chain Definition,Gate 2,X,required,Verify that Nomination Letters to suppliers have been released or are planned in time,MP-S-007,Adv Purch Mgr,,False,Gate2,Gate 2
GPM_GR-70-Gate2-317,Gate Checklist-更新版,131,Supply Chain Definition-Su Kang,GPM_GR-70,Enter AIF Info in SPS,Supply Chain Definition,Gate 2,X,required,Check with Supply chain that this activity is executed or planned in time,SPS Updated,Adv Purch Mgr,,False,Gate2,Gate 2
GPM_GR-71-Gate2-318,Gate Checklist-更新版,132,Supply Chain Definition-Su Kang,GPM_GR-71,APQP Kick-off Meeting,Supply Chain Definition,Gate 2,X,required,Check with Supply chain that this activity is executed or planned in time,GSM F019 eAPQP task 1.1.1 Kick-Off checklist Phase1,Adv Purch Mgr,,False,Gate2,Gate 2
GPM_GR-72-Gate2-319,Gate Checklist-更新版,133,Supply Chain Definition-Su Kang,GPM_GR-72,Issue Tooling / Equipment / PPAP PO,Supply Chain Definition,Gate 2,X,required,Verify execution or plan to release OTS and PPAP tooling PO to suppliers,,Adv Purch Mgr,,False,Gate2,Gate 2
GPM_GR-74-Gate0-320,Gate Checklist-更新版,135,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-74,Supplier Packaging Form,Supply Chain Definition,Gate 0,X,required,"Gate 3: Verify the document is approved and signed by all areas
Gate 4: Verify that Supplier Packaging is approved and has been used for PPAP components shipments",GSM F012 Ivalua eAPQP task 4.1,Adv Purch Mgr,,False,CKO,Gate 0
GPM_GR-74-Gate3-321,Gate Checklist-更新版,135,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-74,Supplier Packaging Form,Supply Chain Definition,Gate 3,X,required,Verify the document is approved and signed by all areas,GSM F012 Ivalua eAPQP task 4.1,Adv Purch Mgr,,False,Gate3,Gate 3
GPM_GR-74-Gate4-322,Gate Checklist-更新版,135,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-74,Supplier Packaging Form,Supply Chain Definition,Gate 4,X,required,Verify that Supplier Packaging is approved and has been used for PPAP components shipments,GSM F012 Ivalua eAPQP task 4.1,Adv Purch Mgr,,False,Gate4,Gate 4
GPM_GR-75-Gate4-323,Gate Checklist-更新版,136,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-75,Contracted Capacity Verified,Supply Chain Definition,Gate 4,X,required,Verify that the contracted capacity has been verified at supplier sites,GSM F028 Ivalua eAPQP task 4.3.2 Run At Rate For Capacity,SDE,,False,Gate4,Gate 4
GPM_GR-76-Gate4-324,Gate Checklist-更新版,137,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-76,Supplier PPAP Submission,Supply Chain Definition,Gate 4,X,required,Confirm all suppliers submitted PPAP parts on time – track any discrepancy in the Launch Excellence Metric sheet,PowerBI - APQP Launch timing status per supplier,SDE,,False,Gate4,Gate 4
GPM_GR-77-Gate4-325,Gate Checklist-更新版,138,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-77,Approve PPAP / Upload evidence,Supply Chain Definition,Gate 4,X,required,Confirm that all eAPQP tasks were completed intil Phase 4 (signed off PSW and Phase 4.0 APQP Gate closure).,PowerBI - APQP Launch timing status per supplier Dashboard with all Phase 4 tasks completed.,SDE,,False,Gate4,Gate 4
GPM_GR-78-Gate5-326,Gate Checklist-更新版,139,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-78,We Are Ready Audit with Suppliers Successfully Closed,Supply Chain Definition,Gate 5,X,required,Verify that WAR Audit has been appropriately scheduled and performed at supplier sites with positive result – Record discrepancies,GSM F004 Ivalua eAPQP task 4.3.1 We Are Ready Audit,SDE,,False,Gate5,Gate 5
GPM_GR-79-Gate5-327,Gate Checklist-更新版,140,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-79,Issue Supplier Agreement (Price list),Supply Chain Definition,Gate 5,X,required,Verify the activity is completed,,Adv Purch Mgr,,False,Gate5,Gate 5
GPM_GR-80-Gate5-328,Gate Checklist-更新版,141,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-80,BOM Risk Summary,Supply Chain Definition,Gate 5,X,required,Verify the activity is completed,,Adv Purch Mgr,,False,Gate5,Gate 5
GPM_GR-73-Gate2-329,Gate Checklist-更新版,142,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-73,APQP Supplier Launch Management,Supply Chain Definition,Gate 2,X,required,"Review the status of each an all suppliers in terms of APQP phases, PPAP submission and PSW approval.",PowerBI - APQP Launch timing status per supplier,SDE,,False,Gate2,Gate 2
GPM_GR-73-Gate3-330,Gate Checklist-更新版,142,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-73,APQP Supplier Launch Management,Supply Chain Definition,Gate 3,X,required,"Review the status of each an all suppliers in terms of APQP phases, PPAP submission and PSW approval.",PowerBI - APQP Launch timing status per supplier,SDE,,False,Gate3,Gate 3
GPM_GR-73-Gate4-331,Gate Checklist-更新版,142,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-73,APQP Supplier Launch Management,Supply Chain Definition,Gate 4,X,required,"Review the status of each an all suppliers in terms of APQP phases, PPAP submission and PSW approval.",PowerBI - APQP Launch timing status per supplier,SDE,,False,Gate4,Gate 4
GPM_GR-73-Gate5-332,Gate Checklist-更新版,142,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-73,APQP Supplier Launch Management,Supply Chain Definition,Gate 5,X,required,"Review the status of each an all suppliers in terms of APQP phases, PPAP submission and PSW approval.",PowerBI - APQP Launch timing status per supplier,SDE,,False,Gate5,Gate 5
GPM_GR-154-Gate4-333,Gate Checklist-更新版,143,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-154,Signed PSW's,Supply Chain Definition,Gate 4,X,required,PSW approval status per part number. *Only PSW full approval is expected.,PSW Ivalua eAPQP task 4.7 Signed PSW,SDE,,False,Gate4,Gate 4
GPM_GR-154-Gate5-334,Gate Checklist-更新版,143,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-154,Signed PSW's,Supply Chain Definition,Gate 5,X,required,PSW approval status per part number. *Only PSW full approval is expected.,PSW Ivalua eAPQP task 4.7 Signed PSW,SDE,,False,Gate5,Gate 5
GPM_GR-155-Gate4-335,Gate Checklist-更新版,144,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-155,EPC Data,Supply Chain Definition,Gate 4,X,required,EPC data from suppliers available in Ivalua eAPQP. Highlight any risks that could impact the launch of the program or should be monitored at the plant,PowerBI - APQP Launch timing status per supplier with all Phase 5 tasks completed.,SDE,,False,Gate4,Gate 4
GPM_GR-155-Gate5-336,Gate Checklist-更新版,144,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-155,EPC Data,Supply Chain Definition,Gate 5,X,required,EPC data from suppliers available in Ivalua eAPQP. Highlight any risks that could impact the launch of the program or should be monitored at the plant,PowerBI - APQP Launch timing status per supplier with all Phase 5 tasks completed.,SDE,,False,Gate5,Gate 5
GPM_GR-156-Gate2-337,Gate Checklist-更新版,145,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-156,Pass Through characteristics form,Supply Chain Definition,Gate 2,X,required,Form created with basic information,GSM-F024,SDE,,False,Gate2,Gate 2
GPM_GR-156-Gate3-338,Gate Checklist-更新版,145,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-156,Pass Through characteristics form,Supply Chain Definition,Gate 3,X,required,Matrix updated,GSM-F024,SDE,,False,Gate3,Gate 3
GPM_GR-156-Gate4-339,Gate Checklist-更新版,145,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-156,Pass Through characteristics form,Supply Chain Definition,Gate 4,X,required,Matrix updated,GSM-F024,SDE,,False,Gate4,Gate 4
GPM_GR-157-Gate2-340,Gate Checklist-更新版,146,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-157,Supplier Tooling Checklist and Tooling Data Sheet,Supply Chain Definition,Gate 2,X,required,Forms created,GSM-F025 GSM-F026,SDE,,False,Gate2,Gate 2
GPM_GR-157-Gate3-341,Gate Checklist-更新版,146,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-157,Supplier Tooling Checklist and Tooling Data Sheet,Supply Chain Definition,Gate 3,X,required,"Complete tooling information for BorgWarner or BorgWarner customer owned tooling.
Gate 3-5: Forms updated",GSM-F025 GSM-F026,SDE,,False,Gate3,Gate 3
GPM_GR-157-Gate4-342,Gate Checklist-更新版,146,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-157,Supplier Tooling Checklist and Tooling Data Sheet,Supply Chain Definition,Gate 4,X,required,"Complete tooling information for BorgWarner or BorgWarner customer owned tooling.
Gate 3-5: Forms updated",GSM-F025 GSM-F026,SDE,,False,Gate4,Gate 4
GPM_GR-157-Gate5-343,Gate Checklist-更新版,146,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-157,Supplier Tooling Checklist and Tooling Data Sheet,Supply Chain Definition,Gate 5,X,required,"Complete tooling information for BorgWarner or BorgWarner customer owned tooling.
Gate 3-5: Forms updated",GSM-F025 GSM-F026,SDE,,False,Gate5,Gate 5
GPM_GR-158-Gate4-344,Gate Checklist-更新版,147,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-158,Correlation Studies between Supplier and BW,Supply Chain Definition,Gate 4,X,required,Supplier will provide full layout inspection results (5 pcs) and BW will perform full layout inspection to 5 pieces (random parts) from PPAP samples. Both inspection reports will have to correlate showing 100% of dimensions according to print.,Full layout inspection reports (Supplier and BW),SDE,,False,Gate4,Gate 4
GPM_GR-112-Gate6-345,Gate Checklist-更新版,148,"Supply Chain Quality-Denny Peng, 子零件开发任务清单，主要owner为AQE，转递给到SQD",GPM_GR-112,Supplier's Quality performance,Supply Chain Definition,Gate 6,X,required,Check and track supplier’s quality performance,SPS,SDE,,False,Gate6,Gate 6
